email,ward,district,province,order_date,delivery_date,status,total_item,total_display_price,total_warehouse_price,total_discounted_price,is_active,order_created_at,order_updated_at,order_deleted_at
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-17 18:34:32,2024-06-24 18:34:32,ORDER-DELIVERED,4,48882000,28142000,43567000,True,2024-06-17 00:00:00,2024-06-17 00:00:00,2024-06-17 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-17 18:34:32,2024-06-24 18:34:32,ORDER-DELIVERED,4,48882000,28142000,43567000,True,2024-06-17 00:00:00,2024-06-17 00:00:00,2024-06-17 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-18 11:21:07,2024-06-23 11:21:07,ORDER-DELIVERED,3,40147000,36287000,39317000,True,2024-06-18 00:00:00,2024-06-18 00:00:00,2024-06-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-18 11:21:07,2024-06-23 11:21:07,ORDER-DELIVERED,3,40147000,36287000,39317000,True,2024-06-18 00:00:00,2024-06-18 00:00:00,2024-06-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-18 11:21:07,2024-06-23 11:21:07,ORDER-DELIVERED,3,40147000,36287000,39317000,True,2024-06-18 00:00:00,2024-06-18 00:00:00,2024-06-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-18 11:21:07,2024-06-23 11:21:07,ORDER-DELIVERED,3,40147000,36287000,39317000,True,2024-06-18 00:00:00,2024-06-18 00:00:00,2024-06-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-18 11:21:07,2024-06-23 11:21:07,ORDER-DELIVERED,3,40147000,36287000,39317000,True,2024-06-18 00:00:00,2024-06-18 00:00:00,2024-06-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-18 11:21:07,2024-06-23 11:21:07,ORDER-DELIVERED,3,40147000,36287000,39317000,True,2024-06-18 00:00:00,2024-06-18 00:00:00,2024-06-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-18 11:21:07,2024-06-23 11:21:07,ORDER-DELIVERED,3,40147000,36287000,39317000,True,2024-06-18 00:00:00,2024-06-18 00:00:00,2024-06-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-19 19:51:48,2024-06-26 19:51:48,ORDER-DELIVERED,6,41885000,18562000,37911000,True,2024-06-19 00:00:00,2024-06-19 00:00:00,2024-06-19 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-19 19:51:48,2024-06-26 19:51:48,ORDER-DELIVERED,6,41885000,18562000,37911000,True,2024-06-19 00:00:00,2024-06-19 00:00:00,2024-06-19 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-19 19:51:48,2024-06-26 19:51:48,ORDER-DELIVERED,6,41885000,18562000,37911000,True,2024-06-19 00:00:00,2024-06-19 00:00:00,2024-06-19 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-20 09:30:04,2024-06-21 09:30:04,ORDER-DELIVERED,1,42229000,17186000,42148000,True,2024-06-20 00:00:00,2024-06-20 00:00:00,2024-06-20 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-20 09:30:04,2024-06-21 09:30:04,ORDER-DELIVERED,1,42229000,17186000,42148000,True,2024-06-20 00:00:00,2024-06-20 00:00:00,2024-06-20 00:00:00
